id,start_date,end_date,mean,num_list_users,nsfw,media_type,num_episodes,rating,title,prequel,related,genre1,genre2,genre3,genre4,genre5,picture
2167,2007-10-05,2008-03-28,7.99,1419372,white,tv,23,pg_13,Clannad,False,1723 4059 4181 6351 48775 50685,Drama,Romance,School,Supernatural,,
1,1998-04-03,1999-04-24,8.75,1876957,white,tv,26,r,Cowboy Bebop,False,5 4037 17205,Action,Adult Cast,Award Winning,Sci-Fi,Space,https://cdn.myanimelist.net/images/anime/4/19644l.webp
856,2006-04-04,2006-09-26,7.62,171620,white,tv,26,r,Utawarerumono,False,1830 3593 6226 30901 36777,Action,Drama,Fantasy,Sci-Fi,,https://cdn.myanimelist.net/images/anime/1119/118609l.webp
5,2001-09-01,2001-09-01,8.38,380683,white,movie,1,r,Cowboy Bebop: The Movie,False,1,Action,Adult Cast,Sci-Fi,Space,,https://cdn.myanimelist.net/images/anime/1439/93480l.jpg
6,1998-04-01,1998-09-30,8.22,767872,white,tv,26,pg_13,Trigun,False,4106 52093,Action,Adult Cast,Adventure,Sci-Fi,Shounen,https://cdn.myanimelist.net/images/anime/7/20310l.jpg
7,2002-07-03,2002-12-25,7.24,117563,white,tv,26,pg_13,Witch Hunter Robin,False,,Action,Detective,Drama,Mystery,Supernatural,https://cdn.myanimelist.net/images/anime/10/19969l.jpg
8,2004-09-30,2005-09-29,6.93,15799,white,tv,52,pg,Beet the Vandel Buster,False,1123,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/7/21569l.jpg
35400,1934,1934,4.85,656,white,movie,1,g,Kamishibai Kintaro,False,35399,Fantasy,Historical,,,,https://cdn.myanimelist.net/images/anime/13/85262l.jpg
15,2005-04-06,2008-03-19,7.91,184573,white,tv,145,pg_13,Eyeshield 21,False,1317 6418 57979,Shounen,Sports,Team Sports,,,https://cdn.myanimelist.net/images/anime/1079/133529l.webp
16,2005-04-15,2005-09-27,7.99,269763,white,tv,24,pg_13,Honey and Clover,False,644 1142,Adult Cast,Comedy,Drama,Josei,Love Polygon,https://cdn.myanimelist.net/images/anime/1301/133577l.jpg
17,2002-09-11,2003-09-10,7.54,25368,white,tv,52,pg_13,Hungry Heart: Wild Striker,False,,Comedy,Shounen,Slice of Life,Sports,Team Sports,https://cdn.myanimelist.net/images/anime/12/49655l.jpg
18,2004-04-17,,8.17,190075,white,tv,24,pg_13,Initial D Fourth Stage,True,187 3931 5228 15059,Action,Drama,Racing,Seinen,,https://cdn.myanimelist.net/images/anime/9/10521l.jpg
19,2004-04-07,,8.88,1131011,white,tv,74,r+,Monster,False,1109 39332,Adult Cast,Drama,Mystery,Psychological,Seinen,https://cdn.myanimelist.net/images/anime/10/18793l.webp
20,2002-10-03,,8.0,2866607,white,tv,220,pg_13,Naruto,False,442 594 761 936 1074 1735 2144 7367 53236 54688,Action,Adventure,Fantasy,Martial Arts,Shounen,https://cdn.myanimelist.net/images/anime/1141/142503l.webp
21,1999-10-20,,8.72,2373973,white,tv,0,pg_13,One Piece,False,459 460 461 462 463 464 465 466 813 1094 1237 1238 2020 2107 2385 2386 2490 3848 4155 5252 8171 8740 9999 10033 12001 12859 15323 16143 16239 16468 19123 22661 23933 23935 25161 28683 31289 31490 32051 32437 33338 33606 34165 36215 36239 37902 38234 38419 40181 40970 50410 50696 51162 51163 52139 52199 52921 53235 53878 53880 53890 55289 55647 56015 56055 57556 57557 58015 58307 58663,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/1244/138851l.jpg
22,2001-10-10,,7.85,185586,white,tv,178,pg_13,The Prince of Tennis,False,814 815 995 1190 5996 6749 10276 10731 10862 29697 36952 42602,School,Shounen,Sports,,,https://cdn.myanimelist.net/images/anime/6/21624l.jpg
23,2004-10-06,,6.35,5177,white,tv,12,pg,Ring ni Kakero 1,False,1771 34307,Combat Sports,Shounen,Sports,,,https://cdn.myanimelist.net/images/anime/1146/124743l.jpg
24,2004-10-05,,7.89,329519,white,tv,26,pg_13,School Rumble,False,517 846,Comedy,Gag Humor,Love Polygon,Romance,School,https://cdn.myanimelist.net/images/anime/1465/142014l.jpg
26,2003-04-17,,7.76,254828,white,tv,22,r+,Texhnolyze,False,39284 41068,Action,Adult Cast,Drama,Organized Crime,Psychological,https://cdn.myanimelist.net/images/anime/1027/131977l.jpg
27,2005-04-29,,7.29,186074,white,tv,24,r,Trinity Blood,False,,Action,Fantasy,Vampire,,,https://cdn.myanimelist.net/images/anime/10/24649l.webp
2097,1996-02-21,,6.64,3610,white,ova,2,pg_13,Special Duty Combat Unit Shinesman,False,,Action,Comedy,Sci-Fi,,,https://cdn.myanimelist.net/images/anime/13/3952l.jpg
30,1995-10-04,,8.35,1829295,white,tv,26,pg_13,Neon Genesis Evangelion,False,31 32 2759 3784 3785 3786 4130 23023 28149 31115 41030 43745 43751 47307,Action,Avant Garde,Award Winning,Drama,Mecha,https://cdn.myanimelist.net/images/anime/1314/108941l.webp
32,1997-07-19,,8.55,938605,white,movie,1,r+,Neon Genesis Evangelion: The End of Evangelion,True,30 31,Action,Avant Garde,Drama,Mecha,Psychological,https://cdn.myanimelist.net/images/anime/1404/98182l.jpg
28,2004-10-12,,7.91,98925,white,tv,69,pg_13,Yakitate!! Japan,False,52621,Comedy,Gourmet,Shounen,,,https://cdn.myanimelist.net/images/anime/3/76432l.jpg
15649,2013-01-01,,7.12,13967,white,ona,64,pg_13,PUCHIM@S,True,10278 15781 18781 21073 23871,Comedy,Idols (Female),Slice of Life,,,https://cdn.myanimelist.net/images/anime/6/44680l.webp
33,1997-10-08,,8.59,666506,white,tv,25,r+,Berserk,False,10218 12113 12115 32379 52976,Action,Adventure,Drama,Fantasy,Gore,https://cdn.myanimelist.net/images/anime/1384/119988l.jpg
31,1997-03-15,,7.47,263469,white,movie,1,r,Neon Genesis Evangelion: Death & Rebirth,False,30 32,Action,Drama,Mecha,Psychological,Sci-Fi,https://cdn.myanimelist.net/images/anime/1993/113122l.jpg
29,2004-10-08,,7.49,23099,white,tv,26,pg_13,Zipang,False,,Action,Adult Cast,Drama,Historical,Military,https://cdn.myanimelist.net/images/anime/13/75740l.webp
51716,2023-06-09,,7.71,10989,white,movie,2,pg_13,Pretty Guardians Sailor Moon Cosmos the Movie,True,996 40429 55637,Fantasy,Mahou Shoujo,Shoujo,,,https://cdn.myanimelist.net/images/anime/1388/133092l.jpg
650,1995-11-01,,7.37,58934,white,ova,3,pg_13,Gunsmith Cats,False,917 37483,Action,Comedy,Detective,Seinen,,https://cdn.myanimelist.net/images/anime/11/2769l.jpg
43,1995-11-18,,8.27,640550,white,movie,1,r+,Ghost in the Shell,False,467 468 4672 27411 38799 58929,Action,Adult Cast,Award Winning,Detective,Mecha,https://cdn.myanimelist.net/images/anime/10/82594l.jpg
44,1999-02-20,,8.7,277880,white,ova,4,r,Samurai X: Trust and Betrayal,False,45,Action,Adult Cast,Drama,Historical,Romance,https://cdn.myanimelist.net/images/anime/1656/137618l.webp
45,1996-01-10,,8.28,497817,white,tv,94,pg_13,Rurouni Kenshin,True,44 46 401 4664 6591 9716 10334 11441 12067 37537 50613,Action,Comedy,Historical,Romance,Samurai,https://cdn.myanimelist.net/images/anime/1346/119505l.jpg
46,1997-12-20,,7.55,52934,white,movie,1,r,Samurai X: The Motion Picture,False,45,Drama,Historical,Samurai,Shounen,,https://cdn.myanimelist.net/images/anime/4/47845l.jpg
28103,2008-07-12,,5.49,725,white,movie,1,g,Gegege no Kitarou: Youkai Japan Rally 3D,False,2165,Adventure,Fantasy,Racing,Supernatural,,https://cdn.myanimelist.net/images/anime/13/68017l.jpg
1205,2003-03-19,,7.04,26931,white,ona,6,g,A Traveller's Diary,False,3401,Adventure,Fantasy,,,,https://cdn.myanimelist.net/images/anime/1/2291l.jpg
47,1988-07-16,,8.16,858633,white,movie,1,r+,Akira,False,56836,Action,Adventure,Gore,Horror,Military,https://cdn.myanimelist.net/images/anime/1408/114012l.webp
48,2002-04-04,,6.95,184232,white,tv,26,pg_13,.hack//Sign,False,298 299 454 873 1143 1487 9332 11375,Adventure,Fantasy,Mystery,Video Game,,https://cdn.myanimelist.net/images/anime/1443/94665l.jpg
52,2001-04-01,,7.26,59346,white,tv,26,pg_13,Battle Doll Angelic Layer,False,,Award Winning,Comedy,Drama,Sci-Fi,Shounen,https://cdn.myanimelist.net/images/anime/1192/113699l.webp
50,2005-01-07,,7.32,161143,white,tv,24,pg_13,Ah! My Goddess,False,49 303 880 1003,Comedy,Romance,Seinen,Supernatural,,https://cdn.myanimelist.net/images/anime/1976/99376l.jpg
54,2004-04-17,,7.06,74507,white,movie,1,r,Appleseed (Movie),False,937 2969 22677,Action,Mecha,Military,Sci-Fi,,https://cdn.myanimelist.net/images/anime/9/57231l.jpg
53,2002-04-11,,7.1,111807,white,tv,24,pg_13,Ai Yori Aoshi,False,394 6709,Comedy,Drama,Harem,Romance,Seinen,https://cdn.myanimelist.net/images/anime/7/10172l.webp
51,2000-05-25,,6.25,49885,white,ova,3,r+,Angel Sanctuary,False,,Action,Drama,Reincarnation,Romance,Shoujo,https://cdn.myanimelist.net/images/anime/11/45208l.jpg
57,2004-10-07,,8.29,343807,white,tv,26,r,Beck: Mongolian Chop Squad,False,,Comedy,Drama,Music,Shounen,,https://cdn.myanimelist.net/images/anime/11/11636l.jpg
58,1999-10-08,,7.02,82194,white,tv,26,r+,Blue Gender,False,1380,Action,Adventure,Drama,Gore,Horror,https://cdn.myanimelist.net/images/anime/1/2023l.webp
59,2002-04-03,,7.4,486041,white,tv,26,pg_13,Chobits,False,596 1311,Comedy,Drama,Ecchi,Romance,Sci-Fi,https://cdn.myanimelist.net/images/anime/4/24648l.jpg
60,2003-11-25,,7.61,227747,white,tv,24,r,Chrono Crusade,False,4450,Action,Historical,Mythology,Romance,Shounen,https://cdn.myanimelist.net/images/anime/13/14141l.jpg
39183,2019-10-14,,6.15,2551,white,tv,48,pg,Super Shiro,False,966,Kids,,,,,https://cdn.myanimelist.net/images/anime/1046/98745l.jpg
61,2003-04-03,,7.16,185930,white,tv,26,pg_13,D.N.Angel,False,,Action,Comedy,Fantasy,Romance,School,https://cdn.myanimelist.net/images/anime/1126/98904l.webp
62,2003-07-05,,6.71,76590,white,tv,26,pg_13,D.C.~Da Capo~,False,291 5216 9353 9393,Drama,Harem,Romance,,,https://cdn.myanimelist.net/images/anime/4/73936l.webp
64,2004-10-08,,7.41,206449,white,tv,12,pg_13,Rozen Maiden,False,65 2237 18041,Action,Comedy,Drama,Fantasy,Seinen,https://cdn.myanimelist.net/images/anime/1424/108431l.jpg
65,2005-10-21,,7.61,106143,white,tv,12,pg_13,Rozen Maiden: Träumend,True,64 1719,Action,Comedy,Drama,Fantasy,Seinen,https://cdn.myanimelist.net/images/anime/4/10242l.jpg
66,2002-04-09,,8.03,367048,white,tv,26,pg_13,Azumanga Daioh: The Animation,False,659 1593,CGDCT,Comedy,Gag Humor,School,,https://cdn.myanimelist.net/images/anime/1066/117358l.webp
67,2005-04-13,,7.54,190009,white,tv,24,r,Basilisk,False,35964,Action,Adult Cast,Drama,Gore,Historical,https://cdn.myanimelist.net/images/anime/1103/133549l.jpg
68,2005-10-07,,7.32,271730,white,tv,23,pg_13,Black Cat,False,2589,Action,Adventure,Sci-Fi,Shounen,Super Power,https://cdn.myanimelist.net/images/anime/1183/133280l.webp
69,2005-10-05,,6.3,11240,white,tv,25,pg_13,Cluster Edge,False,3028,Action,Fantasy,Military,Sci-Fi,,https://cdn.myanimelist.net/images/anime/1980/103243l.jpg
71,2002-01-08,,7.6,499385,white,tv,24,r,Full Metal Panic!,False,72 73 36342 36343 36344,Action,Comedy,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/2/75259l.jpg
72,2003-08-26,,8.02,298036,white,tv,12,pg_13,Full Metal Panic? Fumoffu,False,71 73,Action,Comedy,Gag Humor,School,,https://cdn.myanimelist.net/images/anime/4/75260l.jpg
73,2005-07-14,,7.92,262160,white,tv,13,r,Full Metal Panic! The Second Raid,True,71 72 1015 6291 31931,Action,Mecha,Military,,,https://cdn.myanimelist.net/images/anime/11/75261l.jpg
74,2004-10-30,,7.64,100956,white,tv,26,g,Gakuen Alice,False,,Comedy,Fantasy,Love Polygon,School,Shoujo,https://cdn.myanimelist.net/images/anime/4/18118l.jpg
75,2004-07-05,,7.26,49224,white,tv,25,pg_13,Fafner,True,560 8098 9494 50675,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/3/50365l.jpg
76,2004-10-03,,7.41,104808,white,tv,13,pg_13,Magical Girl Lyrical Nanoha,False,77 176 4985 12101,Action,Comedy,Drama,Fantasy,Mahou Shoujo,https://cdn.myanimelist.net/images/anime/1052/136283l.jpg
77,2005-10-02,,7.95,65958,white,tv,13,pg_13,Magical Girl Lyrical Nanoha A's,True,76 1915 10153 37933,Action,Comedy,Drama,Fantasy,Mahou Shoujo,https://cdn.myanimelist.net/images/anime/4/6767l.jpg
80,1979-04-07,,7.75,135148,white,tv,43,pg_13,Mobile Suit Gundam,False,81 82 85 90 92 93 95 96 1090 1091 1092 1917 1939 2302 2391 2581 3288 4540 5270 5723 7060 7113 7953 8287 9040 9170 10808 10937 14007 18449 19977 20667 23259 24371 24835 28149 31251 31973 39674 40464 41063 49211 49827 49828,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/5/88524l.jpg
81,1996-01-25,,8.0,85159,white,ova,12,pg_13,Mobile Suit Gundam: The 08th MS Team,False,80 82 83 5723 17717 40464,Action,Adventure,Drama,Mecha,Military,https://cdn.myanimelist.net/images/anime/9/75618l.jpg
82,1989-03-25,,7.98,61772,white,ova,6,pg_13,Mobile Suit Gundam 0080: War in the Pocket,True,80 81 84 40464,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/1/82l.jpg
83,1998-08-01,,6.75,13909,white,movie,1,pg_13,Mobile Suit Gundam: The 08th MS Team - Miller's Report,False,81,Drama,Mecha,Military,Romance,Sci-Fi,https://cdn.myanimelist.net/images/anime/1132/100198l.webp
84,1991-05-23,,7.23,46024,white,ova,13,pg_13,Mobile Suit Gundam 0083: Stardust Memory,True,82 85 2695 10581 32898 40464,Action,Adventure,Drama,Mecha,Military,https://cdn.myanimelist.net/images/anime/13/26654l.jpg
85,1985-03-02,,7.88,76589,white,tv,50,pg_13,Mobile Suit Zeta Gundam,True,80 84 86 1967 1968 1969 8839 14007 24371 40464,Action,Drama,Mecha,Military,Romance,https://cdn.myanimelist.net/images/anime/6/11153l.jpg
86,1986-03-01,,6.65,44478,white,tv,47,pg_13,Mobile Suit Gundam ZZ,True,85 87 9708 14007 24371 40464,Action,Comedy,Drama,Mecha,Military,https://cdn.myanimelist.net/images/anime/1848/91078l.jpg
88,1991-03-16,,6.6,33342,white,movie,1,pg_13,Mobile Suit Gundam F91,True,89 6336 36436 40464,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/1637/95288l.jpg
87,1988-03-12,,7.67,51390,white,movie,1,pg_13,Mobile Suit Gundam: Char's Counterattack,True,86 6336 14007 24371 32792 40464,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/1523/92371l.jpg
90,1995-04-07,,7.67,161613,white,tv,49,pg_13,Mobile Suit Gundam Wing,False,80 91 2273 3626 22435,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/1884/114414l.jpg
89,1993-04-02,,6.71,28770,white,tv,51,pg_13,Mobile Suit Victory Gundam,True,88 95 23259 40464,Action,Drama,Mecha,Military,Sci-Fi,https://cdn.myanimelist.net/images/anime/1913/102693l.webp
92,1996-04-05,,7.33,37073,white,tv,39,pg_13,After War Gundam X,False,80,Action,Adventure,Drama,Mecha,Sci-Fi,https://cdn.myanimelist.net/images/anime/10/16054l.jpg
93,2002-10-05,,7.74,172532,white,tv,50,r,Mobile Suit Gundam SEED,False,80 864 2269 2298 2743,Action,Award Winning,Drama,Mecha,Military,https://cdn.myanimelist.net/images/anime/1792/91081l.webp
94,2004-10-09,,7.17,109352,white,tv,50,r,Mobile Suit Gundam SEED Destiny,True,93 1215 1241 2294 2298,Action,Drama,Mecha,Military,Romance,https://cdn.myanimelist.net/images/anime/1700/91080l.jpg
95,1999-04-09,,7.76,49546,white,tv,50,pg_13,∀ Gundam,False,80 3963 3964 40464,Action,Adventure,Award Winning,Drama,Mecha,https://cdn.myanimelist.net/images/anime/4/78330l.jpg
3915,1975-10-04,,6.42,3116,white,tv,61,g,Time Fighters,False,3008 4154 4578 5344 5475 6889 8011 8553 33026 51144,Adventure,Comedy,Mecha,,,https://cdn.myanimelist.net/images/anime/1375/132662l.jpg
97,2003-04-08,,7.79,176107,white,tv,26,pg_13,Last Exile,False,10336 12429,Action,Adventure,Sci-Fi,,,https://cdn.myanimelist.net/images/anime/7/10888l.webp
96,1994-04-01,,7.57,70282,white,tv,49,pg_13,Mobile Fighter G Gundam,False,80,Action,Drama,Martial Arts,Mecha,Romance,https://cdn.myanimelist.net/images/anime/1187/133654l.webp
98,2004-10-01,,7.41,116577,white,tv,26,pg_13,My-Hime,False,99 673 8062,Action,Fantasy,Girls Love,Mahou Shoujo,School,https://cdn.myanimelist.net/images/anime/13/7226l.jpg
100,2001-04-04,,7.16,64852,white,tv,13,pg_13,Prétear: The New Legend of Snow White,False,,Drama,Fantasy,Mahou Shoujo,Reverse Harem,Romance,https://cdn.myanimelist.net/images/anime/9/11709l.jpg
101,2005-01-07,,7.27,299764,white,tv,12,pg_13,Air,False,656 713 36032 48775 50685,Drama,Romance,Supernatural,,,https://cdn.myanimelist.net/images/anime/8/22059l.webp
99,2005-10-07,,7.27,51975,white,tv,26,pg_13,My-Otome,True,98 1609 1659 3268 8518,Comedy,Drama,Fantasy,,,https://cdn.myanimelist.net/images/anime/2/46897l.jpg
103,1994-01-07,,7.4,16449,white,tv,74,g,Red Riding Hood Chacha,False,367,Adventure,Comedy,Fantasy,Mahou Shoujo,Romance,https://cdn.myanimelist.net/images/anime/1098/108972l.jpg
104,2000-04-20,,7.18,62981,white,tv,24,r,"Ceres, Celestial Legend",False,,Adventure,Drama,Horror,Psychological,Reincarnation,https://cdn.myanimelist.net/images/anime/1928/106202l.jpg
102,2004-04-03,,7.44,103854,white,tv,26,pg_13,Aishiteruze Baby★★,False,,Childcare,Comedy,Drama,Romance,Shoujo,https://cdn.myanimelist.net/images/anime/2/69665l.jpg
106,1996-09-08,,7.59,62940,white,tv,51,pg_13,Hana Yori Dango,False,2071,Drama,Love Polygon,Romance,School,Shoujo,https://cdn.myanimelist.net/images/anime/2/42871l.jpg
107,2002-05-15,,7.18,38347,white,tv,13,pg_13,Jing: King of Bandits,False,108,Adventure,Comedy,Fantasy,Sci-Fi,Shounen,https://cdn.myanimelist.net/images/anime/1961/92115l.jpg
108,2004-01-21,,7.25,13219,white,ova,3,pg_13,Jing: King of Bandits - Seventh Heaven,True,107,Adventure,Comedy,Fantasy,Psychological,Shounen,https://cdn.myanimelist.net/images/anime/1325/94741l.jpg
109,2004-04-07,,6.78,71944,white,tv,24,pg_13,Burst Angel,True,2205,Action,Adventure,Mecha,Sci-Fi,,https://cdn.myanimelist.net/images/anime/10/22647l.jpg
105,2000-04-11,,6.39,24060,white,tv,13,pg_13,Boys Be...,False,,Comedy,Romance,School,Shounen,,https://cdn.myanimelist.net/images/anime/1/2223l.jpg
110,1997-04-27,,7.59,20267,white,tv,52,pg_13,Chuuka Ichiban!,False,39194,Action,Comedy,Drama,Gourmet,Shounen,https://cdn.myanimelist.net/images/anime/6/75283l.webp
113,2003-04-03,,7.34,25325,white,tv,26,pg_13,Stellvia,False,,Action,Mecha,Romance,Sci-Fi,Space,https://cdn.myanimelist.net/images/anime/1587/134660l.jpg
114,2003-10-03,,7.89,140462,white,tv,26,pg_13,Cromartie High School,False,,Comedy,Delinquents,Gag Humor,School,Shounen,https://cdn.myanimelist.net/images/anime/1782/130913l.jpg
115,1998-01-08,,6.78,12219,white,tv,13,pg_13,El Hazard: The Alternative World,True,118,Adventure,Comedy,Fantasy,Isekai,,https://cdn.myanimelist.net/images/anime/1843/139490l.jpg
116,1995-10-06,,6.92,18652,white,tv,26,pg_13,El-Hazard: The Wanderers,False,117,Adventure,Comedy,Fantasy,Isekai,Romance,https://cdn.myanimelist.net/images/anime/13/24439l.jpg
117,1995-05-26,,7.26,20373,white,ova,7,pg_13,El Hazard: The Magnificent World,False,116 118,Adventure,Comedy,Crossdressing,Fantasy,Isekai,https://cdn.myanimelist.net/images/anime/1893/128632l.jpg
118,1997-03-21,,6.78,9715,white,ova,4,pg_13,El Hazard 2: The Magnificent World,True,115 117,Adventure,Comedy,Fantasy,Isekai,,https://cdn.myanimelist.net/images/anime/11/2796l.jpg
119,2004-10-03,,6.51,36170,white,tv,13,pg_13,Final Approach,False,,Comedy,Drama,Romance,,,https://cdn.myanimelist.net/images/anime/11/14607l.jpg
120,2001-07-05,,7.69,541391,white,tv,26,pg_13,Fruits Basket,False,38680 40417,Drama,Love Polygon,Romance,School,Shoujo,https://cdn.myanimelist.net/images/anime/4/75204l.jpg
121,2003-10-04,,8.11,1476255,white,tv,51,r,Fullmetal Alchemist,False,430 664 908 5114,Action,Adventure,Award Winning,Drama,Fantasy,https://cdn.myanimelist.net/images/anime/10/75815l.jpg
122,2002-04-06,,7.93,110596,white,tv,52,pg_13,Searching for the Full Moon,False,1996,Comedy,Drama,Music,Romance,Shoujo,https://cdn.myanimelist.net/images/anime/1900/99154l.webp
123,1995-04-06,,7.61,120821,white,tv,52,pg_13,Mysterious Play,False,380,Action,Adventure,Fantasy,Historical,Isekai,https://cdn.myanimelist.net/images/anime/2/20140l.webp
125,2004-10-07,,6.43,35943,white,tv,13,pg_13,Twin Love,False,126,Comedy,Romance,School,,,https://cdn.myanimelist.net/images/anime/1/125l.jpg
126,2005-04-07,,6.85,32102,white,tv,13,pg_13,Futakoi Alternative,False,125,Comedy,Drama,Romance,,,https://cdn.myanimelist.net/images/anime/6/16733l.jpg
127,2000-04-03,,6.91,22840,white,tv,24,pg_13,Gate Keepers,False,128,Action,Comedy,Fantasy,Mecha,Sci-Fi,https://cdn.myanimelist.net/images/anime/12/15226l.webp
128,2002-04-24,,6.73,11062,white,ova,6,pg_13,Gate Keepers 21,True,127,Action,Drama,Mecha,Sci-Fi,,https://cdn.myanimelist.net/images/anime/6/75569l.webp
50406,2022-11-24,,6.26,1718,white,ona,16,pg_13,Carp Reborn 3rd Season,True,44071,Action,Adventure,Fantasy,,,https://cdn.myanimelist.net/images/anime/1416/119528l.jpg
129,2000-04-04,,7.54,55858,white,tv,50,r,Saiyuki,True,130 484 2143 3218 4476,Action,Adventure,Drama,Fantasy,Mythology,https://cdn.myanimelist.net/images/anime/11/75282l.webp
130,2003-10-02,,7.37,35956,white,tv,25,pg_13,Saiyuki Reload,True,129 131 45783,Action,Adventure,Comedy,Drama,Josei,https://cdn.myanimelist.net/images/anime/13/24719l.jpg
14045,2013-01-03,,5.8,33397,white,tv,13,pg_13,Mangirl!,False,17351,CGDCT,Comedy,Otaku Culture,Slice of Life,,https://cdn.myanimelist.net/images/anime/6/45314l.webp
132,2002-10-05,,7.57,123241,white,tv,49,pg_13,Getbackers,False,,Action,Mystery,Shounen,Super Power,Supernatural,https://cdn.myanimelist.net/images/anime/1056/109721l.jpg
134,2003-10-09,,7.38,191617,white,tv,13,r,Gunslinger Girl,False,3231,Action,Drama,Military,Psychological,Sci-Fi,https://cdn.myanimelist.net/images/anime/5/3088l.webp
135,2001-10-10,,8.07,139665,white,tv,75,pg_13,Hikaru no Go,False,645 2336 10765 39295 41191,Comedy,Drama,School,Shounen,Strategy Game,https://cdn.myanimelist.net/images/anime/12/78317l.jpg
136,1999-10-16,,8.42,595373,white,tv,62,pg_13,Hunter x Hunter,False,137 10189 11061,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/1305/132237l.webp
137,2002-01-17,,8.31,127845,white,ova,8,pg_13,Hunter x Hunter: Original Video Animation,True,136 138 11061,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/1/137l.webp
138,2003-02-05,,8.18,157819,white,ova,8,pg_13,Hunter x Hunter: Greed Island,True,137 139 11061,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/1902/122320l.jpg
22835,2014-07-07,,5.89,125494,white,tv,13,pg_13,Himegoto,False,,Comedy,Crossdressing,Ecchi,School,Shounen,https://cdn.myanimelist.net/images/anime/8/75226l.jpg
139,2004-03-03,,8.25,146268,white,ova,14,pg_13,Hunter x Hunter: Greed Island Final,True,138 11061,Action,Adventure,Fantasy,Shounen,,https://cdn.myanimelist.net/images/anime/1/139l.webp
133,2003-07-13,,6.14,118256,white,tv,12,r+,Green Green,False,651 881 1679,Comedy,Ecchi,Romance,School,,https://cdn.myanimelist.net/images/anime/7/75251l.webp
142,1999-02-13,,7.46,57638,white,tv,44,pg_13,Kamikaze Kaitou Jeanne,False,,Action,Drama,Mahou Shoujo,Mystery,Mythology,https://cdn.myanimelist.net/images/anime/5/20389l.jpg
143,2004-10-02,,6.8,72174,white,tv,12,pg_13,Destiny of the Shrine Maiden,False,1810,Drama,Girls Love,Mecha,Shounen,Supernatural,https://cdn.myanimelist.net/images/anime/8/73955l.jpg
145,1998-10-02,,7.6,233170,white,tv,26,pg_13,His and Her Circumstances,False,,Comedy,Drama,Romance,School,Shoujo,https://cdn.myanimelist.net/images/anime/1222/108880l.jpg
146,2004-04-02,,6.7,61597,white,tv,12,r+,This Ugly Yet Beautiful World,False,,Comedy,Drama,Ecchi,Romance,Sci-Fi,https://cdn.myanimelist.net/images/anime/10/21035l.jpg
147,2003-10-05,,7.17,143086,white,tv,14,r+,Rumbling Hearts,False,281 1856 3318 9170,Drama,Love Polygon,Romance,,,https://cdn.myanimelist.net/images/anime/5/10227l.jpg
144,2002-01-31,,7.06,66611,white,tv,13,g,Kanon,False,704 1530 48775 50685,Drama,Romance,Supernatural,,,https://cdn.myanimelist.net/images/anime/1552/128388l.jpg
150,2005-10-08,,7.61,378836,white,tv,50,r,Blood+,False,405 10490 10681,Action,Drama,Gore,Horror,Military,https://cdn.myanimelist.net/images/anime/10/10183l.webp
148,2004-01-20,,6.56,9807,white,tv,12,pg_13,Diamond Daydreams,False,7571 18643,Drama,Romance,,,,https://cdn.myanimelist.net/images/anime/1488/132892l.jpg
152,2005-10-07,,7.25,30891,white,tv,24,r,Solty Rei,False,3138,Action,Sci-Fi,Super Power,,,https://cdn.myanimelist.net/images/anime/3/75582l.webp
153,2002-04-09,,8.01,154122,white,tv,45,pg_13,The Twelve Kingdoms,False,,Action,Adventure,Fantasy,Isekai,,https://cdn.myanimelist.net/images/anime/6/50859l.webp
154,2001-07-04,,7.74,367837,white,tv,64,pg_13,Shaman King,False,3861 42205,Action,Adventure,Shounen,Super Power,Supernatural,https://cdn.myanimelist.net/images/anime/1722/99235l.webp
155,1996-08-03,,6.57,39501,white,movie,1,r+,X - The Movie,True,156 2729,Action,Drama,Fantasy,Mystery,Shoujo,https://cdn.myanimelist.net/images/anime/7/23579l.jpg
156,2001-10-03,,7.39,83876,white,tv,24,r+,X,True,155 595,Action,Drama,Fantasy,Mystery,Shoujo,https://cdn.myanimelist.net/images/anime/8/17167l.jpg
157,2005-01-06,,6.93,141960,white,tv,26,pg_13,Negima!,False,1546 3948 4188 33478 34450,Action,Comedy,Ecchi,Fantasy,Harem,https://cdn.myanimelist.net/images/anime/12/89535l.webp
